No_;Tienda;Document No_;Item No_;Nombre Item;Descripción Item Ajuste;Posting Date;Cantidad;Importe Costo;Tipo;Observacion;Creado Por;SEMANA;DIVISION;TIPO DE AJUSTE;AÑO;AJUSTES;Departamento
CDI01;MEGABODEGA AEC;PDANA-004384;C179500;SET VASOS PLASTICOS 8PZS ;SET VASOS PLASTICOS 8PZS  dañado caja #1 (Aylin P);1/4/2026 00:00;-1;-21.25;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DE DEVOLUCIONES);AECDOMINIO\AUXILIAR4.INVENTARIO;14;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C079809;BOXER P/NIÑO INF P/C MICROFIBRA ;BOXER P/NIÑO INF P/C MICROFIBRA dañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-9.3;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C079811;BOXER P/NIÑO INF P/C MICROFIBRA ;BOXER P/NIÑO INF P/C MICROFIBRA dañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-9.32;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C085204;CAMISETA P/HOMBRE C/R M/C OVERSIZE;CAMISETA P/HOMBRE C/R M/C OVERSIZEdañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-157.3;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C100916;BOXER P/NIÑO INF P/C MICROFIBRA ;BOXER P/NIÑO INF P/C MICROFIBRA dañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-9.43;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C123844;CAMISETA P/HOMBRE S/M OVER FIT;CAMISETA P/HOMBRE S/M OVER FITdañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-105;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C125781;JEANS P/DAMA CARGO MODA RECTO ;JEANS P/DAMA CARGO MODA RECTO dañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-4;-1317.94;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C125940;SHORTS P/DAMA JEANS ;SHORTS P/DAMA JEANS dañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-214.65;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C138515;CAMISA P/HOMBRE M/L LISA;CAMISA P/HOMBRE M/L LISAdañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-158.34;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C146407;PANTALETA P/DAMA MICROFIBRA;PANTALETA P/DAMA MICROFIBRAdañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-20.09;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;482162;SET GANCHOS P/NIÑA PINZA 5PZS;SET GANCHOS P/NIÑA PINZA 5PZSdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-24.58;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C158639;BRILLO LABIAL TRANSPARENTE;BRILLO LABIAL TRANSPARENTEdañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-4.39;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C163959;PLATO SECO MELAMINA #10;PLATO SECO MELAMINA #10dañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-13.45;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C167532;GANCHO P/DAMA MARIPOSA METALICO PEQUEÑO;GANCHO P/DAMA MARIPOSA METALICO PEQUEÑOdañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-8.83;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C169719;PLATO SECO MELANINA #9;PLATO SECO MELANINA #9dañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-15.72;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C170307;GANCHO P/DAMA MARIPOSA PLASTICO MEDIANO;GANCHO P/DAMA MARIPOSA PLASTICO MEDIANOdañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-9.21;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C170570;PLATO HONDO MELAMINA P/NIÑO(A) ;PLATO HONDO MELAMINA P/NIÑO(A) dañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-6.86;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C172454;RELOJ P/DAMA METALICO;RELOJ P/DAMA METALICOdañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-59.47;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C172516;RELOJ P/DAMA METALICO;RELOJ P/DAMA METALICOdañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-58.01;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C174583;SET JARRA+VASOS ACRILICOS;SET JARRA+VASOS ACRILICOS dañado dev caja 7 Ayilin p;7/4/2026 00:00;-2;-104.79;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004395;C183551;GANCHO P/DAMA MARIPOSA PLASTICO GRANDE ;GANCHO P/DAMA MARIPOSA PLASTICO GRANDE dañado dev caja 7 Ayilin p;7/4/2026 00:00;-1;-7.31;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #7 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004396;083447;PASTA DENTAL COLGATE 75ML LUMINOUS WHITE BRILLIANT;PASTA DENTAL COLGATE 75ML LUMINOUS WHITE BRILLIANTdañado dev san esteban caja #1 Aylin P;7/4/2026 00:00;-1;-68.59;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (SAN ESTEBAN CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;1;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004396;264964;PASTA DENTAL COLGATE 70G SPARKLING;PASTA DENTAL COLGATE 70G SPARKLINGdañado dev san esteban caja #1 Aylin P;7/4/2026 00:00;-1;-29.09;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (SAN ESTEBAN CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004384;C163981;SET VASOS PLASTICOS 4PZS;SET VASOS PLASTICOS 4PZS dañado caja #1 (Aylin P);1/4/2026 00:00;-1;-10.4;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DE DEVOLUCIONES);AECDOMINIO\AUXILIAR4.INVENTARIO;14;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004384;C176012;"PAN 
ARTIFICIAL DECORATIVO D/MESA";"PAN 
ARTIFICIAL DECORATIVO D/MESA dañado caja #1 (Aylin P)";1/4/2026 00:00;-1;-17.16;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DE DEVOLUCIONES);AECDOMINIO\AUXILIAR4.INVENTARIO;14;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004384;C177480;SET VASOS PLASTICO 4 PCS ;SET VASOS PLASTICO 4 PCS  dañado caja #1 (Aylin P);1/4/2026 00:00;-1;-9.75;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DE DEVOLUCIONES);AECDOMINIO\AUXILIAR4.INVENTARIO;14;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004384;C177507;SET VASOS PLASTICOS 4PCS;SET VASOS PLASTICOS 4PCS dañado caja #1 (Aylin P);1/4/2026 00:00;-1;-11.29;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DE DEVOLUCIONES);AECDOMINIO\AUXILIAR4.INVENTARIO;14;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004384;C177969;TAZA D/VIDRIO;TAZA D/VIDRIO dañado caja #1 (Aylin P);1/4/2026 00:00;-1;-4.7;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DE DEVOLUCIONES);AECDOMINIO\AUXILIAR4.INVENTARIO;14;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004384;C190315;SH PANTALON P/DAMA CUERO;SH PANTALON P/DAMA CUERO dañado caja #1 (Aylin P);1/4/2026 00:00;-1;-32.91;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DE DEVOLUCIONES);AECDOMINIO\AUXILIAR4.INVENTARIO;14;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;432492;CAMISETA P/NIÑO JUV RIT S/M;CAMISETA P/NIÑO JUV RIT S/Mdañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-21;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;PROMOCION-PRODUCCION;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C079805;BOXER P/NIÑO INF P/C MICROFIBRA ;BOXER P/NIÑO INF P/C MICROFIBRA dañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-1;-9.31;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004385;C177108;CAMISETA P/HOMBRE C/R M/C;CAMISETA P/HOMBRE C/R M/Cdañado dev regalia caja #1 Aylin P;1/4/2026 00:00;-3;-455.2;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;180326;SHAMPOO SEDAL 650ML KERATINA ;SHAMPOO SEDAL 650ML KERATINA dañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-56.87;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;265478;DESODORANTE BARRA DEGREE 48G SPORT INVISIBLE ;DESODORANTE BARRA DEGREE 48G SPORT INVISIBLE dañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-39.9;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;497027;PAR D/GANCHOS PINZA P/DAMA 2PZS;PAR D/GANCHOS PINZA P/DAMA 2PZSdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-3;-35.53;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004390;C163859;BOLSA D/REGALO P/NIÑO T-M;BOLSA D/REGALO P/NIÑO T-Mdañado dev caja #1 (Aylin P);6/4/2026 00:00;-1;-4.49;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #1 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CELEBRACIONES;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004390;C195206;TERMO P/AGUA CALIENTE 3.2LT ;TERMO P/AGUA CALIENTE 3.2LT dañado dev caja #1 (Aylin P);6/4/2026 00:00;-1;-178.18;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #1 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;200786;ENJUAGUE BUCAL LISTERINE 473ML WHITENING EXTREME;ENJUAGUE BUCAL LISTERINE 473ML WHITENING EXTREMEdañado dev caja #2 Aylin P;7/4/2026 00:00;-3;-371.78;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;264960;PASTA DENTAL COLGATE 226G TRIPLE ACCION ;PASTA DENTAL COLGATE 226G TRIPLE ACCION dañado dev caja #2 Aylin P;7/4/2026 00:00;-7;-478.98;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;340863;PASTA DENTAL AIRSUN 200G FRESH MINTY;PASTA DENTAL AIRSUN 200G FRESH MINTYdañado dev caja #2 Aylin P;7/4/2026 00:00;-2;-29.55;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;425177;PASTA DENTAL COLGATE NIÑOS 50ML STRAWBERRY 0-2 AÑO;PASTA DENTAL COLGATE NIÑOS 50ML STRAWBERRY 0-2 AÑOdañado dev caja #2 Aylin P;7/4/2026 00:00;-2;-44.67;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;439306;LOCION P/DAMA 90 GRADOS 100ML LOLLY;LOCION P/DAMA 90 GRADOS 100ML LOLLYdañado dev caja #2 Aylin P;7/4/2026 00:00;-1;-302.85;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;469004;JABON LIQUIDO FACIAL;JABON LIQUIDO FACIALdañado dev caja #2 Aylin P;7/4/2026 00:00;-1;-71.23;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;471708;JABON D/BAÑO BARRA RUBIS 125G OCEAN BREEZE;JABON D/BAÑO BARRA RUBIS 125G OCEAN BREEZEdañado dev caja #2 Aylin P;7/4/2026 00:00;-1;-10.57;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;481940;PARAGUA PLAYERO  36´´;PARAGUA PLAYERO  36´´dañado dev caja #2 Aylin P;7/4/2026 00:00;-1;-91.41;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;VERANO;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;481941;PARAGUA PLAYERO  42´´;PARAGUA PLAYERO  42´´dañado dev caja #2 Aylin P;7/4/2026 00:00;-1;-111.97;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;VERANO;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004394;C028450;SPRAY PERFUMADO P/DAMA 200ML  250;SPRAY PERFUMADO P/DAMA 200ML  250dañado dev caja #2 Aylin P;7/4/2026 00:00;-11;-513.31;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CAJA #2 DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;15;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;488958;SHAMPOO SAVILE 700ML ACEITE DE ARGAN;SHAMPOO SAVILE 700ML ACEITE DE ARGANdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-47.19;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;C050667;SET D/GANCHOS+COLAS P/NIÑA ;SET D/GANCHOS+COLAS P/NIÑA dañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-5;-32.27;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;C052203;GANCHO PINZA P/NIÑA;GANCHO PINZA P/NIÑAdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-8;-33.24;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;C059122;SET COLAS+GANCHO P/NIÑA;SET COLAS+GANCHO P/NIÑAdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-6.91;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;C059137;SET COLAS+GANCHO P/NIÑA;SET COLAS+GANCHO P/NIÑAdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-7.28;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;C060401;SET GANCHOS P/NIÑA PINZA MINNIE;SET GANCHOS P/NIÑA PINZA MINNIEdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-3;-15.7;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;C063286;SET COLAS P/NIÑA 5PZS;SET COLAS P/NIÑA 5PZSdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-16.35;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;C063290;SET COLAS+GANCHO P/NIÑA;SET COLAS+GANCHO P/NIÑAdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-6.88;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004386;C063293;SET COLAS+GANCHO P/NIÑA;SET COLAS+GANCHO P/NIÑAdañado dev regalia caja #2 Aylin P;1/4/2026 00:00;-1;-6.88;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (DEPTO. DEVOLUCIONES CAJA#2);AECDOMINIO\AUXILIAR1.INVENTARIO;14;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
